,Name,Platform,Genre,Global_Sales
9937,Classic NES Series: Dr. Mario,GBA,Puzzle,0.13
9936,Snood,GBA,Puzzle,0.13
9935,7 Wonders of the Ancient World,DS,Puzzle,0.13
9934,Space Bust-A-Move,DS,Puzzle,0.13
9933,Puzzle de Harvest Moon,DS,Puzzle,0.13
9932,Nintendo Puzzle Collection,GC,Puzzle,0.13
9931,Margot's Word Brain,Wii,Puzzle,0.13
9930,Puyo Puyo!! 20th Anniversary,3DS,Puzzle,0.13
9929,Zenses: Ocean,DS,Puzzle,0.13
9928,Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,3DS,Puzzle,0.13
9927,I Spy: Universe,DS,Puzzle,0.13
9926,Puzzle Kingdoms,DS,Puzzle,0.13
9925,Kororinpa: Marble Mania,Wii,Puzzle,0.13
9924,Learn Math,DS,Puzzle,0.13
9923,Cruise Ship Vacation Games,Wii,Puzzle,0.13
14606,Rogue Warrior,PS3,Shooter,0.13
14607,James Bond 007: Nightfire,GBA,Shooter,0.13
14608,Red Orchestra 2: Heroes of Stalingrad,PC,Shooter,0.13
14609,ArmA II,PC,Shooter,0.13
12861,7th Dragon 2020-II,PSP,Role-Playing,0.13
12862,Doukyuusei 2,SAT,Role-Playing,0.13
12863,Baroque,PS2,Role-Playing,0.13
18131,Little League World Series Baseball 2009,DS,Sports,0.13
18139,Kurt Warner's Arena Football Unleashed,PS,Sports,0.13
18138,Jikkyou Powerful Pro Baseball 2016,PS3,Sports,0.13
18137,NHL 2K8,X360,Sports,0.13
18136,The Golf Club,PS4,Sports,0.13
18135,NTRA Breeders' Cup World Thoroughbred Championships,PS2,Sports,0.13
18134,Pro Yakyuu Spirits 6,PS2,Sports,0.13
18133,Baseball Advance,GBA,Sports,0.13
18132,International Cricket 2010,X360,Sports,0.13
18130,Back At The Barnyard: Slop Bucket Games,DS,Sports,0.13
12864,Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,Role-Playing,0.13
18129,Backyard Soccer,PS,Sports,0.13
18128,Let's Play Ballerina,DS,Sports,0.13
7231,Mega Man X Collection,GC,Misc,0.13
7230,DJ Max Fever,PSP,Misc,0.13
7229,Left Brain Right Brain 2,DS,Misc,0.13
12843,Trillion: God of Destruction,PSV,Role-Playing,0.13
12866,Last Ranker,PSP,Role-Playing,0.13
12865,The Legend of Heroes: Trails of Cold Steel III,PS4,Role-Playing,0.13
14610,Legendary,PS3,Shooter,0.13
3897,Avatar: The Last Airbender - Into the Inferno,DS,Adventure,0.13
14612,Army Men: Green Rogue,PS2,Shooter,0.13
14634,Brothers in Arms: Double Time,Wii,Shooter,0.13
14636,Detana TwinBee Yahho! Deluxe Pack,SAT,Shooter,0.13
14637,Armed and Dangerous,XB,Shooter,0.13
12860,Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,Role-Playing,0.13
12859,Mass Effect: Andromeda,PC,Role-Playing,0.13
12858,Shining Wind,PS2,Role-Playing,0.13
12857,Dokapon Kingdom,Wii,Role-Playing,0.13
12856,Mystic Ark,SNES,Role-Playing,0.13
14613,Destiny 2: Forsaken,XOne,Shooter,0.13
12854,Monster Hunter Frontier Online,X360,Role-Playing,0.13
12853,Metal Max 3,DS,Role-Playing,0.13
12852,Summon Night: Twin Age,DS,Role-Playing,0.13
12851,The Legend of Heroes: Trails of Cold Steel IV,PS4,Role-Playing,0.13
12850,Drakengard 2,PS2,Role-Playing,0.13
12849,Illusion of Gaia,SNES,Role-Playing,0.13
12848,Eternal Poison (JP sales),PS2,Role-Playing,0.13
12847,Venetica,X360,Role-Playing,0.13
12846,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,Role-Playing,0.13
12845,Dragon Age Origins: Awakening,PC,Role-Playing,0.13
12844,RPG Maker II,PS2,Role-Playing,0.13
14635,Freedom Fighters,GC,Shooter,0.13
12855,Shin Megami Tensei: Digital Devil Saga,PS2,Role-Playing,0.13
14633,Jurassic: The Hunted,X360,Shooter,0.13
14627,007 Legends,WiiU,Shooter,0.13
14624,Borderlands: Double Game Add-On Pack,X360,Shooter,0.13
14623,Iridion II,GBA,Shooter,0.13
14622,Eat Lead: The Return of Matt Hazard,PS3,Shooter,0.13
14621,The House of the Dead,SAT,Shooter,0.13
14625,Army Men: Soldiers of Misfortune,Wii,Shooter,0.13
14626,Alter Echo,PS2,Shooter,0.13
14620,Sin and Punishment,N64,Shooter,0.13
14619,Every Extend Extra,PSP,Shooter,0.13
14632,Hour of Victory,X360,Shooter,0.13
14628,Top Shot Arcade,Wii,Shooter,0.13
14617,Bulletstorm: Full Clip Edition,PS4,Shooter,0.13
14616,Dead to Rights: Reckoning,PSP,Shooter,0.13
14615,Contra III: The Alien Wars,SNES,Shooter,0.13
14614,Call of Duty: Black Ops IIII,PC,Shooter,0.13
14631,NeverDead,PS3,Shooter,0.13
14618,Disruptor,PS,Shooter,0.13
14630,Star Wars: Clone Wars,XB,Shooter,0.13
14629,Gunstar Heroes,GEN,Shooter,0.13
3918,The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou,3DS,Adventure,0.12
3925,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,Adventure,0.12
3927,Barbie as The Island Princess,PS2,Adventure,0.12
3926,Dragon Ball: Origins,DS,Adventure,0.12
3922,Wallace & Gromit: Curse of the Were-Rabbit,PS2,Adventure,0.12
3924,Subnautica,PS4,Adventure,0.12
3923,Code: Realize - Guardian of Rebirth,PSV,Adventure,0.12
3921,Danganronpa 1-2 Reload,PS4,Adventure,0.12
3920,The Daring Game for Girls,DS,Adventure,0.12
3919,Spider-Man: Edge of Time,3DS,Adventure,0.12
3929,The Clique: Diss and Make Up,DS,Adventure,0.12
3928,Marvel's Guardians of the Galaxy: The Telltale Series,PS4,Adventure,0.12
3934,Stolen Song,PS,Adventure,0.12
3930,Rugrats: Totally Angelica,PS,Adventure,0.12
18203,Pro Yakyuu Famista Evolution,NS,Sports,0.12
18209,NFL QB Club 2001,N64,Sports,0.12
18208,Cabela's North American Adventures,PSP,Sports,0.12
18207,NBA 2K16,PC,Sports,0.12
18206,Street Hoops,GC,Sports,0.12
18205,PBR: Out of the Chute,Wii,Sports,0.12
18204,Gallop Racer 2000,PS,Sports,0.12
18202,Backyard Sports Football: Rookie Rush,X360,Sports,0.12
3931,CSI: Crime Scene Investigation,XB,Adventure,0.12
3937,Sphinx and the Cursed Mummy,XB,Adventure,0.12
3936,DEATH NOTE: Kira Game,DS,Adventure,0.12
3935,Harvey Birdman: Attorney at Law,PS2,Adventure,0.12
3916,Ecco the Dolphin,GEN,Adventure,0.12
3933,Dora the Explorer: Journey to the Purple Planet,GC,Adventure,0.12
3932,Alice: Madness Returns,PC,Adventure,0.12
3917,Happy Feet Two,PS3,Adventure,0.12
3911,Batman: A Telltale Game Series,NS,Adventure,0.12
3915,Breakdown,XB,Adventure,0.12
12901,ASH: Archaic Sealed Heat,DS,Role-Playing,0.12
12899,Lunar 2: Eternal Blue,SAT,Role-Playing,0.12
12898,MIND?0,PSV,Role-Playing,0.12
12897,Tales of Destiny 2,PSP,Role-Playing,0.12
12896,Phantasy Star Universe,X360,Role-Playing,0.12
3906,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,Adventure,0.12
3905,NCIS,PS3,Adventure,0.12
3904,Echo Night,PS,Adventure,0.12
3903,Neopets Petpet Adventures: The Wand of Wishing,PSP,Adventure,0.12
3902,Obscure: The Aftermath,Wii,Adventure,0.12
3901,Pryzm Chapter One: The Dark Unicorn,PS2,Adventure,0.12
3900,Batman: A Telltale Game Series,PS3,Adventure,0.12
3899,Clock Tower: The First Fear,PS,Adventure,0.12
12895,Lost Magic,DS,Role-Playing,0.12
12894,God Eater 2: Rage Burst,PS4,Role-Playing,0.12
3898,Zero Escape: Zero Time Dilemma,3DS,Adventure,0.12
12900,Thousand Arms,PS,Role-Playing,0.12
5882,Center Ring Boxing,SAT,Fighting,0.12
3914,Life is Strange,XOne,Adventure,0.12
5881,One Piece: Burning Blood,PSV,Fighting,0.12
3913,Overlord: Raising Hell,PS3,Adventure,0.12
3912,The Walking Dead - The Telltale Series: A New Frontier,XOne,Adventure,0.12
5871,Dragon Ball Z: Battle of Z,PSV,Fighting,0.12
3910,Zathura,PS2,Adventure,0.12
3909,The X Files: Resist or Serve,PS2,Adventure,0.12
3908,Megamind: Ultimate Showdown,X360,Adventure,0.12
3907,O.D.T.: Escape... Or Die Trying,PS,Adventure,0.12
5873,Onimusha: Blade Warriors,PS2,Fighting,0.12
5874,BlazBlue: Central Fiction,PS3,Fighting,0.12
5875,Battle Arena Toshinden Remix,SAT,Fighting,0.12
5876,Legends of Wrestling II,GC,Fighting,0.12
5877,BlazBlue: Continuum Shift EXTEND,PSV,Fighting,0.12
5878,Backyard Wrestling 2: There Goes the Neighborhood,XB,Fighting,0.12
5879,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,Fighting,0.12
5880,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,Fighting,0.12
5872,Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,XOne,Fighting,0.12
5865,Kamen Rider: Climax Heroes OOO,PSP,Fighting,0.12
5870,Mahou Shoujo Nanoha A's Portable: The Gears of Destiny,PSP,Fighting,0.12
18230,FIFA Football,PSV,Sports,0.12
18237,Tecmo Super Bowl,PS,Sports,0.12
18236,NFL Tour,PS3,Sports,0.12
18235,Self-Defense Training Camp,X360,Sports,0.12
18234,Power Pro Kun Pocket 14,DS,Sports,0.12
18233,Cabela's North American Adventures,PS3,Sports,0.12
18232,Harukanaru Augusta 2: Masters,SNES,Sports,0.12
18231,After Hours Athletes,PS3,Sports,0.12
18229,Jikkyou Powerful Pro Yakyuu 9,GC,Sports,0.12
5869,Godzilla: Destroy All Monsters Melee,XB,Fighting,0.12
18228,Pro Evolution Soccer 2018,XOne,Sports,0.12
18227,MLB Inside Pitch 2003,XB,Sports,0.12
18226,HardBall 5,PS,Sports,0.12
18225,NBA 2K2,GC,Sports,0.12
18224,Disney's Extreme Skate Adventure,GC,Sports,0.12
18223,Skate City Heroes,Wii,Sports,0.12
18222,Major League Baseball 2K6,PSP,Sports,0.12
18238,MLB 14 The Show,PSV,Sports,0.12
18239,NHL Powerplay '96,PS,Sports,0.12
18240,Nintendo Pocket Football Club,3DS,Sports,0.12
18241,Major League Baseball 2K12,PSP,Sports,0.12
5856,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,Fighting,0.12
12867,Puella Magi Madoka Magica Portable,PSP,Role-Playing,0.12
12868,Sword Art Online: Hollow Fragment,PS4,Role-Playing,0.12
12869,Mega Man X: Command Mission,GC,Role-Playing,0.12
12870,Dragon's Crown Pro,PS4,Role-Playing,0.12
12871,Venetica,PS3,Role-Playing,0.12
12872,Conception II: Children of the Seven Stars,3DS,Role-Playing,0.12
12873,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,Role-Playing,0.12
12874,Wild ARMs 5 (jp sales),PS2,Role-Playing,0.12
12875,Guardian's Crusade,PS,Role-Playing,0.12
12876,Makai Kingdom: Chronicles of the Sacred Tome,PS2,Role-Playing,0.12
12877,Super Robot Wars V,PSV,Role-Playing,0.12
18244,FIFA Soccer,PSP,Sports,0.12
18243,NHL 2K3,XB,Sports,0.12
18242,Dorabase 2: Nettou Ultra Stadium,DS,Sports,0.12
18221,Pro Evolution Soccer 2016,XOne,Sports,0.12
12878,Eyeshield 21: Max Devil Power,DS,Role-Playing,0.12
18220,NFL Head Coach,XB,Sports,0.12
12888,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,Role-Playing,0.12
12890,Fate/Extra CCC,PSP,Role-Playing,0.12
12891,Call of Cthulhu,PS4,Role-Playing,0.12
12892,Slayers,SNES,Role-Playing,0.12
12893,Medarot 4: Kabuto / Kuwagata Version,GB,Role-Playing,0.12
5857,Criticom,PS,Fighting,0.12
5858,Fire ProWrestling S: 6Men Scramble,SAT,Fighting,0.12
5859,One Piece: Super Grand Battle! X,3DS,Fighting,0.12
5860,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,Fighting,0.12
5861,Guilty Gear X,PS2,Fighting,0.12
5862,The King of Fighters '94,NG,Fighting,0.12
5863,The King of Fighters '98 Ultimate Match,PS2,Fighting,0.12
5864,Fire Pro Wrestling World,PS4,Fighting,0.12
5866,Kamen Rider: Climax Heroes Fourze,Wii,Fighting,0.12
5867,Showdown: Legends of Wrestling,XB,Fighting,0.12
5868,WWE SmackDown vs Raw 2008,DS,Fighting,0.12
12889,The Snack World: Trejarers Gold,NS,Role-Playing,0.12
12887,Atelier Annie: Alchemists of Sera Island,DS,Role-Playing,0.12
18219,Brunswick Pro Bowling,3DS,Sports,0.12
12886,Pokemon Crystal Version,3DS,Role-Playing,0.12
18218,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,Sports,0.12
18217,Kidz Sports: Crazy Golf,Wii,Sports,0.12
18216,Mountain Sports,Wii,Sports,0.12
18215,MTV Sports: Pure Ride,PS,Sports,0.12
18213,Sega Soccer Slam,PS2,Sports,0.12
18212,College Hoops 2K6,X360,Sports,0.12
18211,Deca Sports Extreme,3DS,Sports,0.12
18210,Jikkyou Powerful Pro Baseball 2018,PSV,Sports,0.12
12879,Summon Night 3,PSP,Role-Playing,0.12
12880,Daikaijyuu Monogatari II,SNES,Role-Playing,0.12
12881,Portal Knights,PS4,Role-Playing,0.12
12882,Medarot DS: Kabuto / Kuwagata Ver.,DS,Role-Playing,0.12
12883,Vampyr,XOne,Role-Playing,0.12
12884,Tokyo New World Record: Operation Abyss,PSV,Role-Playing,0.12
12885,Lunar: Dragon Song,DS,Role-Playing,0.12
18214,Academy of Champions: Soccer,Wii,Sports,0.12
7259,Rocksmith,PC,Misc,0.12
18201,Backyard Sports Football: Rookie Rush,Wii,Sports,0.12
14642,Tom Clancy's Ghost Recon,Wii,Shooter,0.12
14640,Classic NES Series: Xevious,GBA,Shooter,0.12
14639,Strikers 1945,PS,Shooter,0.12
14638,Eat Lead: The Return of Matt Hazard,X360,Shooter,0.12
9938,Diner Dash: Sizzle & Serve,PSP,Puzzle,0.12
9939,Puzzle Quest 2,DS,Puzzle,0.12
9940,Are You Smarter than a 5th Grader? Game Time,X360,Puzzle,0.12
9941,Zenses: Rainforest,DS,Puzzle,0.12
9942,Go! Sudoku,PSP,Puzzle,0.12
9943,Puzzle Quest: Challenge of the Warlords,PS2,Puzzle,0.12
9944,Bomberman Party Edition,PS,Puzzle,0.12
9945,Break 'Em All,DS,Puzzle,0.12
9946,"Snipperclips Plus: Cut It Out, Together!",NS,Puzzle,0.12
9947,Solitaire & Mahjong,Wii,Puzzle,0.12
9948,"Sumikko Gurashi: Koko, Dokonan Desu?",3DS,Puzzle,0.12
9949,Picross 3D Round 2,3DS,Puzzle,0.12
14641,Overstrike,PS3,Shooter,0.12
14643,Blackwater,X360,Shooter,0.12
9951,Rubik's World,DS,Puzzle,0.12
14644,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,Shooter,0.12
14659,The Walking Dead: Survival Instinct,WiiU,Shooter,0.12
14658,NPPL Championship Paintball 2009,Wii,Shooter,0.12
14657,Payday 2,NS,Shooter,0.12
14656,Raiden IV,X360,Shooter,0.12
14655,Airborne Troops: Countdown to D-Day,PS2,Shooter,0.12
14654,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,Shooter,0.12
14653,Famicom Mini: TwinBee,GBA,Shooter,0.12
14652,Doom 3,PC,Shooter,0.12
14651,Lost Planet 3,X360,Shooter,0.12
14650,Wolfenstein The Two Pack,XOne,Shooter,0.12
14649,Greg Hastings Paintball 2,Wii,Shooter,0.12
14648,NPPL Championship Paintball 2009,X360,Shooter,0.12
14647,Geometry Wars: Galaxies,Wii,Shooter,0.12
14646,Conduit 2,Wii,Shooter,0.12
14645,Red Faction II,XB,Shooter,0.12
9950,Puzzle Kingdoms,Wii,Puzzle,0.12
9952,Peggle: Dual Shot,DS,Puzzle,0.12
9250,Disney's Atlantis: The Lost Empire,GBA,Platform,0.12
7247,Wipeout 2,PS3,Misc,0.12
7248,Petz Puppyz & Kittenz,DS,Misc,0.12
7249,Power Gig: Rise of the SixString,X360,Misc,0.12
7250,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,Misc,0.12
7251,Pinball Hall of Fame: The Williams Collection,X360,Misc,0.12
7252,Ultimate Card Games,GBA,Misc,0.12
18200,Backyard Baseball '10,DS,Sports,0.12
7254,The Bible Game,GBA,Misc,0.12
7255,Rock Band: Metal Track Pack,PS3,Misc,0.12
7256,Disney Princess: Enchanting Storybooks,DS,Misc,0.12
7257,The Price is Right: Decades,Wii,Misc,0.12
7258,America's Greatest Game Shows: Wheel of Fortune & Jeopardy!,PS4,Misc,0.12
7260,Marvel Trading Card Game,DS,Misc,0.12
7261,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,X360,Misc,0.12
7262,My Chinese Coach,DS,Misc,0.12
7263,Minute to Win It,DS,Misc,0.12
20079,Fate/hollow ataraxia,PSV,Visual+Novel,0.12
7246,Fatal Frame: Maiden of Black Water,WiiU,Misc,0.12
9953,USA Today Crossword Challenge,DS,Puzzle,0.12
7245,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,Misc,0.12
9954,Ultimate Puzzle Games: Sudoku Edition,DS,Puzzle,0.12
9955,Hanagumi Taisen Columns,SAT,Puzzle,0.12
7232,SingStar Vol. 3,PS3,Misc,0.12
7233,Karaoke Revolution,X360,Misc,0.12
7234,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,Misc,0.12
7235,Reader Rabbit Kindergarten,Wii,Misc,0.12
7236,Disney Sing It: Party Hits,PS3,Misc,0.12
7237,Taiko Drum Master: Tokumori!,WiiU,Misc,0.12
7238,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,Misc,0.12
7239,Rock Band Track Pack Volume 2,PS2,Misc,0.12
7240,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,Misc,0.12
7241,Dance Paradise,X360,Misc,0.12
7242,Marvel Avengers: Battle for Earth,WiiU,Misc,0.12
7243,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,Misc,0.12
7244,Dynasty Warriors 8: Xtreme Legends,PSV,Misc,0.12
9249,Sonic Jam,SAT,Platform,0.12
9251,Impossible Mission,DS,Platform,0.12
7265,Family Game Night 4: The Game Show,PS3,Misc,0.12
1681,Macross Triangle Frontier,PSP,Action,0.12
1679,X2: Wolverine's Revenge,GC,Action,0.12
1678,Transformers: War for Cybertron -- Decepticons,DS,Action,0.12
1677,The God of War Trilogy,PS3,Action,0.12
1676,Fate/Extella Link,PS4,Action,0.12
1675,Curious George,PS2,Action,0.12
1674,Legend of the Guardians: The Owls of Ga'Hoole,DS,Action,0.12
1673,Darksiders III,XOne,Action,0.12
1672,Dead by Daylight,XOne,Action,0.12
1671,EA Replay,PSP,Action,0.12
1670,Kaijuu Busters,DS,Action,0.12
1669,Gundam Memories: Tatakai no Kioku,PSP,Action,0.12
1668,SpongeBob's Surf & Skate Roadtrip,DS,Action,0.12
1667,Ninja Reflex,Wii,Action,0.12
1666,Undead Knights,PSP,Action,0.12
1665,Just Cause 2,PC,Action,0.12
1680,Godzilla Unleashed: Double Smash,DS,Action,0.12
1682,Samurai Warriors 4: Empires,PS4,Action,0.12
1663,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,Action,0.12
1683,The Surge,XOne,Action,0.12
1698,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,DS,Action,0.12
1697,Barnyard,GC,Action,0.12
1696,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,Action,0.12
1695,Rango: The Video Game,DS,Action,0.12
1694,Buffy the Vampire Slayer: Chaos Bleeds,XB,Action,0.12
1693,Puss in Boots,DS,Action,0.12
1692,Nightshade,PS2,Action,0.12
1691,Onechanbara: Bikini Zombie Slayers,Wii,Action,0.12
1690,Castlevania: Curse of Darkness,XB,Action,0.12
1689,Prince of Persia: Rival Swords,PSP,Action,0.12
1688,7 Days to Die,XOne,Action,0.12
1687,Gladiator: Sword of Vengeance,PS2,Action,0.12
1686,Jaws: Ultimate Predator,3DS,Action,0.12
1685,Tenchu: Shadow Assassins,PSP,Action,0.12
1684,Adventure Time: Finn & Jake Investigations,PS3,Action,0.12
1664,All Kamen Rider: Rider Generation,DS,Action,0.12
1662,One Piece: Pirate Warriors 2,PSV,Action,0.12
9252,Disney's PK: Out of the Shadows,PS2,Platform,0.12
9269,Psychonauts,XB,Platform,0.12
9267,"Ed, Edd n Eddy: The Mis-Edventures",GBA,Platform,0.12
9266,Space Chimps,PS2,Platform,0.12
9265,Sonic Adventure 2,DC,Platform,0.12
9264,Dora the Explorer: Dora Saves the Mermaids,PS2,Platform,0.12
9263,Rocket: Robot on Wheels,N64,Platform,0.12
9262,Earthworm Jim 3D,N64,Platform,0.12
9261,Looney Tunes: Sheep Raider,PS,Platform,0.12
9260,Shrek: Forever After,X360,Platform,0.12
9259,Saru! Get You! Million Monkeys,PS2,Platform,0.12
9258,The Smurfs 2,X360,Platform,0.12
9257,Voodoo Vince,XB,Platform,0.12
9256,The Ant Bully,GC,Platform,0.12
9255,Lemony Snicket's A Series of Unfortunate Events,XB,Platform,0.12
9254,Ice Age: Dawn of the Dinosaurs,X360,Platform,0.12
9253,Shantae: Half-Genie Hero,NS,Platform,0.12
9268,Akuji the Heartless,PS,Platform,0.12
9270,Lost in Shadow,Wii,Platform,0.12
1661,Mobile Suit Gundam Side Story: Missing Link,PS3,Action,0.12
9271,Turok: Evolution,GBA,Platform,0.12
1660,Rango: The Video Game,Wii,Action,0.12
1659,Gundam Battle Royale,PSP,Action,0.12
1658,Galidor: Defenders of the Outer Dimension,GBA,Action,0.12
1657,Terraria,3DS,Action,0.12
1656,Mobile Suit GUNDAM SEED BATTLE DESTINY,PSV,Action,0.12
1655,Samurai Warriors 4-II,PS3,Action,0.12
1654,Prototype 2,PC,Action,0.12
1653,Assassin's Creed Chronicles,PSV,Action,0.12
1652,MySims SkyHeroes,PS3,Action,0.12
14664,Die Hard: Vendetta,GC,Shooter,0.12
14663,Armored Core: Verdict Day,PS3,Shooter,0.12
14662,UN Squadron,SNES,Shooter,0.12
14661,Call of Juarez: The Cartel,PC,Shooter,0.12
14660,Zombie Army Trilogy,XOne,Shooter,0.12
9272,Where the Wild Things Are,Wii,Platform,0.12
7264,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,Misc,0.12
7253,ESA Game Pack,PS3,Misc,0.12
7266,The Price is Right: Decades,X360,Misc,0.12
11233,High Velocity: Mountain Racing Challenge,SAT,Racing,0.12
11243,Nascar Unleashed,X360,Racing,0.12
11242,NASCAR Heat 2,XOne,Racing,0.12
11241,Chase: Hollywood Stunt Driver,XB,Racing,0.12
11240,Ferrari Challenge Trofeo Pirelli,PS2,Racing,0.12
11239,M&M's Kart Racing,DS,Racing,0.12
11238,MotoGP 3 - Official Game of MotoGP,PS2,Racing,0.12
11237,Ben 10 Galactic Racing,Wii,Racing,0.12
11236,NASCAR 2005: Chase for the Cup,GC,Racing,0.12
11235,MotoGP 14,PS3,Racing,0.12
11234,MX vs ATV All Out,PS4,Racing,0.12
11232,SCORE International Baja 1000: The Official Game,X360,Racing,0.12
15836,SimAnimals Africa,Wii,Simulation,0.12
11231,Monster Truck Madness,GBA,Racing,0.12
18194,Major League Baseball 2K8 Fantasy All-Stars,DS,Sports,0.12
18195,Madden NFL 06,DS,Sports,0.12
18196,Football Manager Classic 2014,PSV,Sports,0.12
18197,SSX 3,GBA,Sports,0.12
18198,Deadliest Catch: Sea of Chaos,Wii,Sports,0.12
18199,Cabela's Dangerous Hunts 2011,DS,Sports,0.12
18189,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,Sports,0.12
15839,Charm Girls Club: My Perfect Prom,DS,Simulation,0.12
15838,Petz Fantasy: Moonlight Magic,DS,Simulation,0.12
11244,Cel Damage,XB,Racing,0.12
11245,Rush,PSP,Racing,0.12
11246,DiRT 2,DS,Racing,0.12
11247,DreamWorks Super Star Kartz,3DS,Racing,0.12
18190,Rocket League,PC,Sports,0.12
18191,Jikkyou Powerful Pro Yakyuu 2014,PSV,Sports,0.12
18192,NHL 2002,GBA,Sports,0.12
18193,Backyard Baseball '09,DS,Sports,0.12
11263,F1 2002,PS2,Racing,0.12
11262,Blood Drive,X360,Racing,0.12
11261,Arctic Thunder,XB,Racing,0.12
11260,Mobil 1 Rally Championship,PS,Racing,0.12
11259,DreamWorks Super Star Kartz,PS3,Racing,0.12
11258,Crime Killer,PS,Racing,0.12
11257,MX vs. ATV Untamed,DS,Racing,0.12
11256,Cruis'n,Wii,Racing,0.12
11255,Jeremy McGrath Supercross World,GC,Racing,0.12
11254,Monster Jam: Path of Destruction,X360,Racing,0.12
11253,IndyCar Series,PS2,Racing,0.12
11252,nail'd,PS3,Racing,0.12
11251,Burning Road,PS,Racing,0.12
7267,Karaoke Revolution Presents American Idol Encore 2,PS3,Misc,0.12
11250,Dodge Racing: Charger vs Challenger,Wii,Racing,0.12
11249,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,Racing,0.12
11248,WRC: FIA World Rally Championship,X360,Racing,0.12
15837,A.C.E.: Another Century's Episode Portable,PSP,Simulation,0.12
15840,Funky Barn,3DS,Simulation,0.12
15835,The Sky Crawlers: Innocent Aces,Wii,Simulation,0.12
15834,Densha De Go! 64,N64,Simulation,0.12
3185,Sleeping Dogs,PC,Action-Adventure,0.12
8463,The Voice,WiiU,Music,0.12
8464,Love Live! School Idol Paradise,PSV,Music,0.12
8465,Uta no * Prince-Sama: All Star,PSP,Music,0.12
7270,SingStar Latino,PS3,Misc,0.12
19448,PixelJunk Monsters Deluxe,PSP,Strategy,0.12
19449,Worms 3D,PS2,Strategy,0.12
19450,Magic: The Gathering - Battlemage,PS,Strategy,0.12
19451,Star Trek: Conquest,Wii,Strategy,0.12
