Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;multiplayer;singleplayer;viewconut;likecount;commentcount;videotitle;published
5505;Scooby-Doo! First Frights;PS2;2009.0;Action;Warner Bros. Interactive Entertainment;0.14;0.03;0.0;0.16;0.33;TRUE;TRUE;;;;;
5506;Fight Night Round 3;XB;2006.0;Fighting;Electronic Arts;0.26;0.06;0.0;0.01;0.33;TRUE;TRUE;;;;;
5507;GT Advance Championship Racing;GBA;2001.0;Racing;THQ;0.24;0.09;0.0;0.01;0.33;TRUE;TRUE;;;;;
5508;Way of the Samurai 2;PS2;2003.0;Action;Capcom;0.05;0.04;0.23;0.01;0.33;FALSE;TRUE;;;;;
5509;FIFA Street 3;PS3;2008.0;Sports;Electronic Arts;0.08;0.18;0.0;0.06;0.33;FALSE;TRUE;;;;;
5510;Custom Robo;N64;;Role-Playing;Nintendo;0.0;0.0;0.29;0.04;0.33;;;;;;;
5511;BattleTanx;N64;1998.0;Action;3DO;0.26;0.06;0.0;0.0;0.33;TRUE;TRUE;;;;;
5512;Hatsune Miku: Project Diva Extend;PSP;2011.0;Misc;Sega;0.0;0.0;0.33;0.0;0.33;;;;;;;
5513;Battlestations: Pacific;X360;2009.0;Strategy;Eidos Interactive;0.17;0.12;0.01;0.03;0.33;TRUE;TRUE;;;;;
5514;Pitfall 3D: Beyond the Jungle;PS;1998.0;Platform;Activision;0.18;0.12;0.0;0.02;0.33;FALSE;TRUE;;;;;
5515;Disgaea 2: Cursed Memories;PS2;2006.0;Role-Playing;Tecmo Koei;0.09;0.07;0.15;0.02;0.33;FALSE;TRUE;;;;;
5516;Cabela's Dangerous Hunts 2011;PS3;2010.0;Sports;Activision;0.26;0.04;0.0;0.03;0.33;TRUE;TRUE;;;;;
5517;DECA Sports Freedom;X360;2010.0;Sports;Hudson Soft;0.27;0.04;0.0;0.02;0.33;;;;;;;
5518;Clock Tower 3;PS2;2002.0;Adventure;Capcom;0.1;0.08;0.12;0.03;0.33;FALSE;TRUE;;;;;
5519;Battle Dodge Ball;SNES;1991.0;Sports;Banpresto;0.0;0.0;0.33;0.0;0.33;;;;;;;
5520;Goosebumps HorrorLand;DS;2008.0;Adventure;Scholastic Inc.;0.31;0.0;0.0;0.02;0.33;;;;;;;
5521;Phineas and Ferb: Across the 2nd Dimension;PS3;2011.0;Action;Disney Interactive Studios;0.15;0.12;0.0;0.05;0.33;;;;;;;
5522;Call Of Duty 2: Big Red One;GC;2005.0;Shooter;Activision;0.25;0.07;0.0;0.01;0.33;;;;;;;
5523;Elebits;Wii;2006.0;Action;Konami Digital Entertainment;0.22;0.01;0.08;0.02;0.33;TRUE;TRUE;;;;;
5524;Warhammer 40,000: Squad Command;PSP;2007.0;Strategy;THQ;0.11;0.14;0.0;0.08;0.33;TRUE;TRUE;;;;;
5525;F1 2013;X360;2013.0;Racing;Codemasters;0.01;0.28;0.0;0.03;0.33;;;;;;;
5526;Disgaea: Hour of Darkness;PS2;2003.0;Role-Playing;Tecmo Koei;0.16;0.13;0.0;0.04;0.33;TRUE;TRUE;;;;;
5527;NeoGeo Battle Coliseum;PS2;2005.0;Fighting;Ignition Entertainment;0.16;0.13;0.0;0.04;0.33;;;;;;;
5528;SSX Blur;Wii;2007.0;Sports;Electronic Arts;0.29;0.01;0.0;0.03;0.33;TRUE;TRUE;;;;;
5529;DiRT 2;PSP;2009.0;Racing;Sony Computer Entertainment;0.09;0.16;0.0;0.09;0.33;TRUE;TRUE;;;;;
5530;Vin Diesel: Wheelman;PS3;2009.0;Racing;Ubisoft;0.12;0.15;0.0;0.06;0.33;;;;;;;
5531;SpongeBob SquarePants: Creature from the Krusty Krab;GC;2006.0;Platform;THQ;0.25;0.07;0.0;0.01;0.33;FALSE;TRUE;;;;;
5532;My Baby: First Steps;DS;2009.0;Simulation;SouthPeak Games;0.28;0.03;0.0;0.02;0.33;;;;;;;
5533;MLB 08: The Show;PSP;2008.0;Sports;Sony Computer Entertainment;0.3;0.0;0.0;0.02;0.33;TRUE;TRUE;;;;;
5534;The Black Eyed Peas Experience;X360;2011.0;Misc;Ubisoft;0.2;0.1;0.0;0.03;0.33;TRUE;TRUE;;;;;
5535;Parodius;PS;1994.0;Shooter;Konami Digital Entertainment;0.0;0.0;0.31;0.02;0.33;;;;;;;
5536;Spy Kids 3-D: Game Over;GBA;2003.0;Platform;Disney Interactive Studios;0.24;0.09;0.0;0.01;0.33;;;;;;;
5537;Sakura Wars 3: Paris wa Moeteiru ka;DC;2001.0;Adventure;Sega;0.0;0.0;0.33;0.0;0.33;;;;;;;
5538;1001 Touch Games;DS;2011.0;Action;Avanquest;0.12;0.17;0.0;0.04;0.33;;;;;;;
5539;NCAA GameBreaker 2001;PS;2000.0;Sports;Sony Computer Entertainment;0.18;0.12;0.0;0.02;0.33;TRUE;TRUE;;;;;
5540;Power Rangers: Ninja Storm;GBA;2003.0;Misc;THQ;0.24;0.09;0.0;0.01;0.33;;;;;;;
5541;Angry Birds Star Wars;PS3;2013.0;Strategy;Activision;0.1;0.17;0.0;0.06;0.33;;;;;;;
5542;Naruto: Gekito Ninja Taisen! 4;GC;2005.0;Fighting;Tomy Corporation;0.0;0.0;0.32;0.01;0.33;;;;;;;
5543;Kidou Senshi Gundam F91: Formula Senki 0122;SNES;1991.0;Strategy;Namco Bandai Games;0.0;0.0;0.33;0.0;0.33;;;;;;;
5544;Despicable Me: The Game;Wii;2010.0;Platform;D3Publisher;0.19;0.12;0.0;0.03;0.33;;;;;;;
5545;Golden Axe: Beast Rider;X360;2008.0;Action;Sega;0.19;0.11;0.0;0.03;0.33;FALSE;TRUE;;;;;
5546;MySims SkyHeroes;DS;2010.0;Action;Electronic Arts;0.22;0.08;0.0;0.03;0.33;;;;;;;
5547;MVP Baseball 2005;GC;2005.0;Sports;Electronic Arts;0.25;0.07;0.0;0.01;0.33;TRUE;TRUE;;;;;
5548;Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten;DS;2007.0;Misc;Rocket Company;0.0;0.0;0.33;0.0;0.33;;;;;;;
5549;Carnival Games: Monkey See, Monkey Do!;X360;2011.0;Misc;Take-Two Interactive;0.14;0.16;0.0;0.03;0.33;;;;;;;
5550;Eternal Sonata;X360;2007.0;Role-Playing;Atari;0.19;0.04;0.08;0.02;0.33;FALSE;TRUE;;;;;
5551;DX Game of Life 2;PS;1997.0;Misc;Takara;0.0;0.0;0.31;0.02;0.33;;;;;;;
5552;EA Playground;DS;2007.0;Sports;Electronic Arts;0.29;0.01;0.0;0.03;0.33;TRUE;TRUE;;;;;
5553;NBA Live 96;PS;1996.0;Sports;Electronic Arts;0.16;0.11;0.04;0.02;0.33;TRUE;TRUE;;;;;
5554;Clash of the Titans;PS3;2010.0;Action;Namco Bandai Games;0.09;0.16;0.01;0.06;0.33;;;;;;;
5555;Folklore;PS3;2007.0;Role-Playing;Sony Computer Entertainment;0.2;0.05;0.05;0.03;0.33;;;;;;;
5556;Dragon Ball Z: Extreme Butoden;3DS;2015.0;Fighting;Namco Bandai Games;0.12;0.03;0.16;0.02;0.33;FALSE;TRUE;;;;;
5557;Samurai Warriors 2: Xtreme Legends (JP sales);PS2;2007.0;Action;Tecmo Koei;0.0;0.0;0.33;0.0;0.33;;;;;;;
5558;Sniper Elite 3;XOne;2014.0;Shooter;505 Games;0.19;0.11;0.0;0.03;0.33;TRUE;TRUE;;;;;
5559;Teen Titans;GC;2006.0;Action;THQ;0.25;0.07;0.0;0.01;0.33;;;;;;;
5560;Dead Rising 2: Off the Record;PS3;2011.0;Action;Capcom;0.11;0.08;0.1;0.03;0.33;TRUE;TRUE;;;;;
5561;Frogger II: Threeedeep!;2600;1983.0;Action;Parker Bros.;0.31;0.02;0.0;0.0;0.33;TRUE;TRUE;;;;;
5562;Etrian Odyssey III: The Drowned City;DS;2010.0;Role-Playing;Atlus;0.13;0.0;0.19;0.01;0.33;FALSE;TRUE;;;;;
5563;LEGO The Lord of the Rings;PSV;2012.0;Action;Warner Bros. Interactive Entertainment;0.1;0.15;0.0;0.07;0.33;;;;;;;
5564;NBA Live 06;GC;2005.0;Sports;Electronic Arts;0.25;0.07;0.0;0.01;0.33;TRUE;TRUE;;;;;
5565;Karaoke Revolution Presents American Idol Encore 2;Wii;2008.0;Misc;Konami Digital Entertainment;0.3;0.0;0.0;0.02;0.33;;;;;;;
5566;Fireball;2600;1981.0;Action;Starpath Corp.;0.3;0.02;0.0;0.0;0.33;;;;;;;
5567;Batman: Arkham Origins;WiiU;2013.0;Action;Warner Bros. Interactive Entertainment;0.2;0.09;0.0;0.03;0.33;TRUE;TRUE;;;;;
5568;Discovery Kids: Puppy Playtime;DS;2009.0;Simulation;505 Games;0.3;0.0;0.0;0.02;0.33;;;;;;;
5569;Dr. Mario / Puzzle League;GBA;2005.0;Puzzle;Nintendo;0.12;0.04;0.16;0.01;0.33;;;;;;;
5570;Bleach: Shattered Blade;Wii;2006.0;Fighting;Sega;0.22;0.01;0.08;0.02;0.33;;;;;;;
5571;Shin Nippon Pro Wrestling: Toukon Retsuden;PS;1995.0;Fighting;Tomy Corporation;0.0;0.0;0.3;0.02;0.33;TRUE;TRUE;;;;;
5572;Major League Baseball 2K6;XB;2006.0;Sports;Take-Two Interactive;0.24;0.07;0.0;0.01;0.33;TRUE;TRUE;;;;;
5573;Pinball Hall of Fame: The Gottlieb Collection;PS2;2004.0;Misc;Play It;0.16;0.12;0.0;0.04;0.33;TRUE;TRUE;;;;;
5574;God of War Collection;PSV;2014.0;Action;Sony Computer Entertainment;0.14;0.1;0.01;0.07;0.33;FALSE;TRUE;;;;;
5575;Dead Space 2;PC;2011.0;Shooter;Electronic Arts;0.13;0.15;0.0;0.05;0.33;TRUE;TRUE;;;;;
5576;Def Jam Rapstar;PS3;2010.0;Misc;Konami Digital Entertainment;0.25;0.05;0.0;0.03;0.33;FALSE;TRUE;;;;;
5577;Overlord II;X360;2009.0;Action;Codemasters;0.15;0.14;0.0;0.03;0.32;TRUE;TRUE;;;;;
5578;NBA 2K10;PSP;2009.0;Sports;Take-Two Interactive;0.3;0.0;0.0;0.03;0.32;TRUE;TRUE;;;;;
5579;J Stars Victory Vs.;PS3;2014.0;Fighting;Namco Bandai Games;0.04;0.06;0.2;0.02;0.32;;;;;;;
5580;The Witcher: Enhanced Edition;PC;2008.0;Role-Playing;Atari;0.32;0.01;0.0;0.0;0.32;FALSE;TRUE;;;;;
5581;Teenage Mutant Ninja Turtles 2: Battle Nexus;GBA;2004.0;Action;Konami Digital Entertainment;0.23;0.09;0.0;0.01;0.32;TRUE;TRUE;;;;;
5582;Nicktoons: Movin';PS2;2004.0;Action;THQ;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5583;One Piece: Romance Dawn - Bouken no Yoake;PSP;2012.0;Fighting;Namco Bandai Games;0.0;0.0;0.32;0.0;0.32;;;;;;;
5584;Batman: Arkham Origins;PC;2013.0;Action;Warner Bros. Interactive Entertainment;0.13;0.16;0.0;0.04;0.32;TRUE;TRUE;;;;;
5585;SWAT: Global Strike Team;PS2;2003.0;Shooter;Vivendi Games;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5586;Championship Bass;PS;1999.0;Sports;Electronic Arts;0.18;0.12;0.0;0.02;0.32;TRUE;TRUE;;;;;
5587;Resident Evil: Revelations 2;PS3;2015.0;Action;Capcom;0.06;0.08;0.16;0.03;0.32;TRUE;TRUE;;;;;
5588;Test Drive Unlimited;X360;2006.0;Racing;Atari;0.23;0.04;0.02;0.03;0.32;TRUE;TRUE;;;;;
5589;Golden Axe: Beast Rider;PS3;2008.0;Action;Sega;0.13;0.14;0.0;0.06;0.32;FALSE;TRUE;;;;;
5590;Madden NFL 13;PSV;2012.0;Sports;Electronic Arts;0.3;0.0;0.0;0.03;0.32;TRUE;TRUE;;;;;
5591;Bratz: Girlz Really Rock;DS;2008.0;Action;THQ;0.18;0.11;0.0;0.03;0.32;;;;;;;
5592;NCAA Basketball 10;X360;2009.0;Sports;Electronic Arts;0.3;0.0;0.0;0.02;0.32;TRUE;TRUE;;;;;
5593;Dead or Alive 5;X360;2012.0;Fighting;Ubisoft Annecy;0.19;0.08;0.03;0.02;0.32;TRUE;TRUE;;;;;
5594;Shin Megami Tensei: Devil Survivor 2;DS;2011.0;Role-Playing;Ghostlight;0.17;0.01;0.12;0.01;0.32;FALSE;TRUE;;;;;
5595;NHL Breakaway 98;N64;1998.0;Sports;Acclaim Entertainment;0.3;0.02;0.0;0.0;0.32;TRUE;TRUE;;;;;
5596;Momotarou Dentetsu 20-Shuunen;DS;2008.0;Misc;Hudson Soft;0.0;0.0;0.32;0.0;0.32;;;;;;;
5597;LEGO Marvel's Avengers;XOne;2016.0;Action;Warner Bros. Interactive Entertainment;0.18;0.11;0.0;0.03;0.32;;;;;;;
5598;Tekken 6;PSP;2009.0;Fighting;Namco Bandai Games;0.15;0.04;0.1;0.03;0.32;TRUE;TRUE;;;;;
5599;Kinetica;PS2;2001.0;Racing;Sony Computer Entertainment;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5600;Beautiful Katamari;X360;2007.0;Puzzle;Namco Bandai Games;0.14;0.02;0.15;0.02;0.32;TRUE;TRUE;;;;;
5601;Bust-A-Move '99;PS;1997.0;Puzzle;Acclaim Entertainment;0.18;0.12;0.0;0.02;0.32;;;;;;;
5602;NBA Street V3;XB;2005.0;Sports;Electronic Arts;0.28;0.03;0.0;0.01;0.32;TRUE;TRUE;;;;;
5603;Overlord II;PS3;2009.0;Action;Codemasters;0.11;0.15;0.0;0.06;0.32;TRUE;TRUE;;;;;
5604;Dragon Quest Monsters 1·2;PS;2002.0;Role-Playing;Enix Corporation;0.0;0.0;0.3;0.02;0.32;;;;;;;
5605;Army of Two: The 40th Day;PSP;2010.0;Shooter;Electronic Arts;0.12;0.13;0.0;0.08;0.32;TRUE;TRUE;;;;;
5606;Ben 10 Ultimate Alien: Cosmic Destruction;DS;2010.0;Platform;D3Publisher;0.22;0.08;0.0;0.03;0.32;FALSE;TRUE;;;;;
5607;Bigfoot: Collision Course;Wii;2008.0;Racing;Zoo Digital Publishing;0.3;0.0;0.0;0.02;0.32;;;;;;;
5608;Batman: Arkham Asylum;PC;2009.0;Action;Eidos Interactive;0.0;0.27;0.0;0.05;0.32;FALSE;TRUE;;;;;
5609;Crash of the Titans;X360;2007.0;Action;Vivendi Games;0.27;0.02;0.0;0.03;0.32;TRUE;TRUE;;;;;
5610;The Legend of Spyro: Dawn of the Dragon;X360;2008.0;Platform;Vivendi Games;0.16;0.13;0.0;0.03;0.32;TRUE;TRUE;;;;;
5611;Prey;X360;2006.0;Shooter;Take-Two Interactive;0.27;0.03;0.0;0.03;0.32;;;;;;;
5612;Birthday Party Bash;Wii;2009.0;Misc;Take-Two Interactive;0.3;0.0;0.0;0.02;0.32;;;;;;;
5613;OverBlood;PS;1996.0;Action;Electronic Arts;0.05;0.04;0.21;0.02;0.32;FALSE;TRUE;;;;;
5614;ESPN X-Games Pro Boarder;PS;1997.0;Sports;Sony Computer Entertainment;0.18;0.12;0.0;0.02;0.32;TRUE;TRUE;;;;;
5615;Murdered: Soul Suspect;PS4;2014.0;Action;Square Enix;0.09;0.16;0.02;0.05;0.32;FALSE;TRUE;;;;;
5616;Tony Hawk's American Wasteland;X360;2005.0;Sports;Activision;0.28;0.02;0.0;0.03;0.32;TRUE;TRUE;;;;;
5617;Harvest Moon: Back to Nature;PS;1999.0;Simulation;Ubisoft;0.11;0.07;0.12;0.02;0.32;FALSE;TRUE;;;;;
5618;Sniper Elite 3;X360;2014.0;Shooter;505 Games;0.16;0.14;0.0;0.03;0.32;TRUE;TRUE;;;;;
5619;Naruto: Ultimate Ninja (JP sales);PS2;2003.0;Fighting;Atari;0.0;0.0;0.32;0.0;0.32;;;;;;;
5620;Final Fantasy XI;PS2;;Role-Playing;Unknown;0.08;0.06;0.15;0.02;0.32;TRUE;FALSE;;;;;
5621;The Settlers 7: Paths to a Kingdom;PC;2010.0;Strategy;Ubisoft;0.0;0.26;0.0;0.06;0.32;TRUE;TRUE;;;;;
5622;Go, Diego, Go!: Great Dinosaur Rescue;PS2;2008.0;Action;Take-Two Interactive;0.16;0.12;0.0;0.04;0.32;;;;;;;
5623;TrackMania Turbo;PS4;2016.0;Action;Ubisoft;0.03;0.24;0.0;0.05;0.32;TRUE;TRUE;;;;;
5624;The Biggest Loser;DS;2009.0;Sports;THQ;0.18;0.11;0.0;0.03;0.32;;;;;;;
5625;Minute to Win It;X360;2011.0;Misc;Zoo Games;0.3;0.0;0.0;0.02;0.32;;;;;;;
5626;Darkwatch;PS2;2005.0;Shooter;Ubisoft;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5627;Singularity;X360;;Shooter;Unknown;0.24;0.05;0.0;0.02;0.32;;;;;;;
5628;Dance Dance Revolution Universe;X360;2007.0;Simulation;Konami Digital Entertainment;0.3;0.0;0.0;0.02;0.32;TRUE;TRUE;;;;;
5629;SimAnimals;Wii;2009.0;Simulation;Electronic Arts;0.15;0.14;0.0;0.03;0.32;TRUE;TRUE;;;;;
5630;Prince of Persia: The Sands of Time;GC;2003.0;Action;Ubisoft;0.25;0.06;0.0;0.01;0.32;FALSE;TRUE;;;;;
5631;Sky Odyssey;PS2;2000.0;Simulation;Sony Computer Entertainment;0.16;0.12;0.0;0.04;0.32;FALSE;TRUE;;;;;
5632;Nagano Winter Olympics 98;N64;1997.0;Sports;Konami Digital Entertainment;0.15;0.04;0.13;0.0;0.32;;;;;;;
5633;Rayman 2: The Great Escape;PS;2000.0;Platform;Ubisoft;0.18;0.12;0.0;0.02;0.32;FALSE;TRUE;;;;;
5634;Kirby's Block Ball;GB;1995.0;Puzzle;Nintendo;0.0;0.0;0.32;0.0;0.32;FALSE;TRUE;;;;;
5635;DiRT Rally;PS4;2016.0;Racing;Codemasters;0.03;0.24;0.0;0.05;0.32;TRUE;TRUE;;;;;
5636;Fortress;GBA;2001.0;Action;Majesco Entertainment;0.23;0.08;0.0;0.01;0.32;;;;;;;
5637;FIFA 2001 Major League Soccer;PS;2000.0;Sports;Electronic Arts;0.18;0.12;0.0;0.02;0.32;;;;;;;
5638;Peppa Pig: Theme Park Fun;DS;2011.0;Misc;P2 Games;0.0;0.28;0.0;0.04;0.32;;;;;;;
5639;Rally Cross;PS;1997.0;Racing;Sony Computer Entertainment;0.18;0.12;0.0;0.02;0.32;;;;;;;
5640;My Horse & Me;Wii;2007.0;Sports;Atari;0.27;0.02;0.0;0.03;0.32;TRUE;TRUE;;;;;
5641;Frogger's Adventures: The Rescue;PS2;2003.0;Platform;Konami Digital Entertainment;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5642;Extreme Pinball;PS;1995.0;Misc;Electronic Arts;0.18;0.12;0.0;0.02;0.32;TRUE;TRUE;;;;;
5643;Shaun White Snowboarding;PSP;2008.0;Sports;Ubisoft;0.26;0.03;0.0;0.03;0.32;TRUE;TRUE;;;;;
5644;Karaoke Revolution Volume 3;PS2;2004.0;Misc;Konami Digital Entertainment;0.16;0.12;0.0;0.04;0.32;;;;;;;
5645;Gold's Gym: Cardio Workout (Others sales);Wii;2008.0;Sports;Ubisoft;0.0;0.3;0.0;0.02;0.32;;;;;;;
5646;Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima;PS2;2001.0;Simulation;ASCII Entertainment;0.0;0.0;0.32;0.0;0.32;;;;;;;
5647;Street Fighter Alpha 2;SAT;1995.0;Fighting;Virgin Interactive;0.0;0.0;0.32;0.0;0.32;;;;;;;
5648;No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!;PS;1999.0;Sports;Konami Digital Entertainment;0.0;0.0;0.3;0.02;0.32;;;;;;;
5649;Cartoon Network Collection: Game Boy Advance Video Platinum Edition;GBA;2005.0;Misc;;0.23;0.08;0.0;0.01;0.32;;;;;;;
5650;Ultimate Fighting Championship: Throwdown;PS2;2002.0;Fighting;Ubisoft;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5651;Marvel Nemesis: Rise of the Imperfects;PSP;2005.0;Fighting;Electronic Arts;0.29;0.0;0.0;0.03;0.32;TRUE;TRUE;;;;;
5652;SpongeBob SquarePants: Double Pack;GBA;2005.0;Platform;THQ;0.23;0.08;0.0;0.01;0.32;;;;;;;
5653;Tetris 2 + Bombliss;NES;1991.0;Puzzle;BPS;0.0;0.0;0.32;0.0;0.32;;;;;;;
5654;Harry Potter and the Half-Blood Prince;X360;2009.0;Action;Electronic Arts;0.17;0.12;0.0;0.03;0.32;;;;;;;
5655;Disney's Extreme Skate Adventure;PS2;2003.0;Sports;Activision;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5656;Rock Band Country Track Pack;PS2;2009.0;Misc;MTV Games;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5657;7 Wonders II;DS;2009.0;Puzzle;Rondomedia;0.14;0.15;0.0;0.03;0.32;;;;;;;
5658;Ed, Edd n Eddy: Jawbreakers!;GBA;2002.0;Adventure;BAM! Entertainment;0.23;0.08;0.0;0.01;0.32;FALSE;TRUE;;;;;
5659;Dragster;2600;;Racing;Activision;0.3;0.02;0.0;0.0;0.32;;;;;;;
5660;Frankenstein's Monster;2600;1982.0;Action;Data Age;0.3;0.02;0.0;0.0;0.32;;;;;;;
5661;Riven: The Sequel to Myst;PS;1997.0;Adventure;Acclaim Entertainment;0.18;0.12;0.0;0.02;0.32;FALSE;TRUE;;;;;
5662;Derby Stallion DS;DS;2008.0;Sports;Enterbrain;0.0;0.0;0.32;0.0;0.32;;;;;;;
5663;Mirror's Edge Catalyst;PS4;2016.0;Platform;Electronic Arts;0.1;0.14;0.02;0.06;0.32;TRUE;TRUE;;;;;
5664;Manhunt 2;PSP;2007.0;Action;Take-Two Interactive;0.04;0.18;0.0;0.1;0.32;TRUE;TRUE;;;;;
5665;NBA 2K3;XB;2002.0;Sports;Sega;0.24;0.07;0.0;0.01;0.32;TRUE;TRUE;;;;;
5666;Monster Lab;Wii;2008.0;Role-Playing;Eidos Interactive;0.28;0.02;0.0;0.02;0.32;;;;;;;
5667;Dragon Quest Monsters: Battle Road Victory;Wii;2010.0;Strategy;Square Enix;0.0;0.0;0.32;0.0;0.32;;;;;;;
5668;Shin Momotarou Densetsu;SNES;1993.0;Role-Playing;Hudson Soft;0.0;0.0;0.32;0.0;0.32;;;;;;;
5669;From TV Animation One Piece: Grand Battle! 3;PS2;2003.0;Fighting;Namco Bandai Games;0.0;0.0;0.32;0.0;0.32;;;;;;;
5670;Sega Smash Pack;GBA;2002.0;Misc;Atari;0.23;0.08;0.0;0.01;0.32;TRUE;TRUE;;;;;
5671;All-Star Baseball 2005;PS2;;Sports;Unknown;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5672;The Conveni: Ano Machi wo Dokusen Seyo;PS;1997.0;Simulation;Human Entertainment;0.0;0.0;0.3;0.02;0.32;;;;;;;
5673;Shin Super Robot Taisen Special Disk;PS;1997.0;Strategy;Banpresto;0.0;0.0;0.3;0.02;0.32;;;;;;;
5674;Live A Live;SNES;1994.0;Role-Playing;SquareSoft;0.0;0.0;0.32;0.0;0.32;FALSE;TRUE;;;;;
5675;NFL Fever 2004;XB;2003.0;Sports;Microsoft Game Studios;0.24;0.07;0.0;0.01;0.32;TRUE;TRUE;;;;;
5676;Madden NFL 2002;GBA;2001.0;Sports;Electronic Arts;0.23;0.08;0.0;0.01;0.32;TRUE;TRUE;;;;;
5677;UEFA Euro 2008 Austria-Switzerland;PS2;2008.0;Sports;Electronic Arts;0.03;0.0;0.0;0.28;0.32;;;;;;;
5678;Clive Barker's Jericho;X360;2007.0;Shooter;Codemasters;0.28;0.01;0.0;0.02;0.32;FALSE;TRUE;;;;;
5679;Littlest Pet Shop: City Friends;DS;2009.0;Simulation;Electronic Arts;0.29;0.0;0.0;0.02;0.32;;;;;;;
5680;Kingdom Under Fire: The Crusaders;XB;2004.0;Strategy;Deep Silver;0.24;0.07;0.0;0.01;0.32;FALSE;TRUE;;;;;
5681;4x4 Evolution;PS2;2001.0;Racing;Gathering of Developers;0.16;0.12;0.0;0.04;0.32;TRUE;TRUE;;;;;
5682;Cabela's Dangerous Hunts 2011;X360;2010.0;Sports;Activision;0.28;0.01;0.0;0.02;0.32;TRUE;TRUE;;;;;
5683;Momotarou Dentetsu Happy;SNES;1996.0;Misc;Hudson Soft;0.0;0.0;0.32;0.0;0.32;;;;;;;
5684;Power Rangers: Time Force;PS;2001.0;Action;THQ;0.18;0.12;0.0;0.02;0.32;;;;;;;
5685;Romance of the Three Kingdoms VII;PS2;2000.0;Strategy;Tecmo Koei;0.08;0.06;0.16;0.02;0.32;FALSE;TRUE;;;;;
5686;Shrek the Third;PSP;2007.0;Action;Activision;0.08;0.15;0.0;0.09;0.32;;;;;;;
5687;Catherine;X360;2011.0;Adventure;Deep Silver;0.2;0.06;0.03;0.02;0.32;;;;;;;
5688;BlazBlue: Continuum Shift;X360;2010.0;Fighting;PQube;0.23;0.04;0.02;0.02;0.32;TRUE;TRUE;;;;;
5689;Monsters, Inc.;PS2;2002.0;Adventure;Sony Computer Entertainment;0.15;0.12;0.0;0.04;0.32;;;;;;;
5690;DJ Hero;PS2;2009.0;Misc;Activision;0.1;0.02;0.0;0.2;0.32;FALSE;TRUE;;;;;
5691;WipEout Pulse;PSP;2007.0;Racing;Sony Computer Entertainment;0.13;0.12;0.0;0.06;0.32;;;;;;;
5692;Quiz Magic Academy DS;DS;2008.0;Misc;Konami Digital Entertainment;0.0;0.0;0.32;0.0;0.32;;;;;;;
5693;Just Dance 2016;XOne;2015.0;Misc;Ubisoft;0.24;0.04;0.0;0.03;0.32;FALSE;TRUE;;;;;
5694;Resident Evil Archives: Resident Evil;Wii;2008.0;Action;Capcom;0.17;0.04;0.08;0.02;0.32;;;;;;;
5695;Dynasty Warriors 4 Empires;PS2;2004.0;Action;Tecmo Koei;0.0;0.0;0.32;0.0;0.32;TRUE;TRUE;;;;;
5696;Shenmue II;XB;2002.0;Adventure;Microsoft Game Studios;0.22;0.08;0.0;0.01;0.32;FALSE;TRUE;;;;;
5697;Heart of Darkness;PS;1998.0;Platform;Ocean;0.18;0.12;0.0;0.02;0.32;;;;;;;
5698;LEGO Marvel's Avengers;PS3;2016.0;Action;Warner Bros. Interactive Entertainment;0.1;0.17;0.0;0.05;0.32;;;;;;;
5699;Virtua Striker 2;DC;1999.0;Sports;Sega;0.0;0.0;0.32;0.0;0.32;TRUE;TRUE;;;;;
5700;Fable III;PC;2011.0;Role-Playing;Microsoft Game Studios;0.09;0.17;0.0;0.05;0.32;TRUE;TRUE;;;;;
5701;Dragon Ball: XenoVerse;XOne;2015.0;Fighting;Namco Bandai Games;0.18;0.11;0.0;0.03;0.31;FALSE;TRUE;;;;;
5702;Might & Magic Heroes VI;PC;2011.0;Role-Playing;Ubisoft;0.12;0.14;0.0;0.05;0.31;TRUE;TRUE;;;;;
5703;Fuel;X360;2009.0;Racing;Codemasters;0.09;0.19;0.0;0.04;0.31;;;;;;;
5704;ExerBeat;Wii;2010.0;Sports;Namco Bandai Games;0.1;0.18;0.0;0.03;0.31;;;;;;;
5705;WarCraft II: The Dark Saga;PS;1997.0;Strategy;Electronic Arts;0.18;0.12;0.0;0.02;0.31;;;;;;;
5706;MonHun Nikki: Poka Poka Ailu Mura G;PSP;2011.0;Role-Playing;Capcom;0.0;0.0;0.31;0.0;0.31;;;;;;;
